Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.5
101,0.5
102,0.5
103,0.5
104,0.5
105,0.5
106,0.5
107,0.5
108,0.5
109,0.5
110,0.55
111,0.55
112,0.54
113,0.56
114,0.55
115,0.55
116,0.53
117,0.51
118,0.51
119,0.51
120,0.51
121,0.51
122,0.5
123,0.5
124,0.5
125,0.5
126,0.5
127,0.5
128,0.5
129,0.5
130,0.48
131,0.48
132,0.48
133,0.45
134,0.45
135,0.47
136,0.47
137,0.45
138,0.45
139,0.44
140,0.45
141,0.44
142,0.46
143,0.46
144,0.46
145,0.45
146,0.45
147,0.41
148,0.41
149,0.41
150,0.41
151,0.42
152,0.43
153,0.43
154,0.44
155,0.45
156,0.45
157,0.45
158,0.46
159,0.5
160,0.52
161,0.5
162,0.49
163,0.49
164,0.46
165,0.5
166,0.52
167,0.53
168,0.53
169,0.53
170,0.53
171,0.54
172,0.55
173,0.55
174,0.55
175,0.55
176,0.56
177,0.57
178,0.58
179,0.58
180,0.58
181,0.59
182,0.62
183,0.63
184,0.63
185,0.63
186,0.61
187,0.61
188,0.62
189,0.62
190,0.61
191,0.62
192,0.62
193,0.61
194,0.62
195,0.66
196,0.66
197,0.66
198,0.65
199,0.65
200,0.65
201,0.65
202,0.67
203,0.67
204,0.7
205,0.71
206,0.73
207,0.73
208,0.73
209,0.76
210,0.71
211,0.7
212,0.7
213,0.68
214,0.68
215,0.69
216,0.72
217,0.72
218,0.73
