Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.48
101,0.47
102,0.51
103,0.51
104,0.5
105,0.51
106,0.51
107,0.51
108,0.52
109,0.51
110,0.5
111,0.5
112,0.51
113,0.51
114,0.5
115,0.49
116,0.49
117,0.53
118,0.53
119,0.54
120,0.54
121,0.53
122,0.53
123,0.54
124,0.6
125,0.6
126,0.61
127,0.62
128,0.61
129,0.61
130,0.61
131,0.6
132,0.58
133,0.59
134,0.58
135,0.57
136,0.58
137,0.57
138,0.57
139,0.57
140,0.57
141,0.57
142,0.57
143,0.59
144,0.59
145,0.59
146,0.58
147,0.56
148,0.55
149,0.54
150,0.55
151,0.55
152,0.56
153,0.53
154,0.52
155,0.51
156,0.51
157,0.51
158,0.51
159,0.52
160,0.52
161,0.52
162,0.52
163,0.51
164,0.5
165,0.5
166,0.5
167,0.52
168,0.52
169,0.52
170,0.52
171,0.52
172,0.51
173,0.5
174,0.5
175,0.49
176,0.48
177,0.46
178,0.47
179,0.46
180,0.46
181,0.46
182,0.47
183,0.47
184,0.48
185,0.48
186,0.49
187,0.49
188,0.48
189,0.49
190,0.48
191,0.46
192,0.46
193,0.46
194,0.48
195,0.48
196,0.48
197,0.49
198,0.5
199,0.51
200,0.51
201,0.51
202,0.48
203,0.48
204,0.48
205,0.47
206,0.48
207,0.48
208,0.47
209,0.47
210,0.47
211,0.47
212,0.46
213,0.46
214,0.46
215,0.46
216,0.46
217,0.45
218,0.46
