Episode,Time (seconds)
0,0.5444822311401367
1,0.5796031951904297
2,0.628554105758667
3,0.6705334186553955
4,0.7018442153930664
5,0.730161190032959
6,0.8073165416717529
7,0.8344278335571289
8,0.8606901168823242
9,0.9354133605957031
10,0.9617960453033447
11,1.0062646865844727
12,1.0551764965057373
13,1.0928764343261719
14,1.1214704513549805
15,1.1485536098480225
16,1.1795125007629395
17,1.2062132358551025
18,1.2281367778778076
19,1.2536954879760742
20,1.3478822708129883
21,1.37461519241333
22,1.3991196155548096
23,1.450148582458496
24,1.478477954864502
25,1.5005204677581787
26,1.53739333152771
27,1.5686964988708496
28,1.5948810577392578
29,1.6167147159576416
30,1.64337158203125
31,1.7322299480438232
32,1.901305913925171
33,2.0839385986328125
34,2.2109930515289307
35,2.2369205951690674
36,2.3224308490753174
37,2.3823111057281494
38,2.4135026931762695
39,2.590677261352539
40,2.6223602294921875
41,2.6726462841033936
42,2.7215018272399902
43,2.7668540477752686
44,2.863572359085083
45,2.918565034866333
46,2.9642083644866943
47,2.9915201663970947
48,3.0373167991638184
49,3.079163074493408
50,3.1083426475524902
51,3.131819009780884
52,3.1542608737945557
53,3.1957898139953613
54,3.225801706314087
55,3.2603116035461426
56,3.359708547592163
57,3.437328815460205
58,3.469900131225586
59,3.4999301433563232
60,3.529749870300293
61,3.5646378993988037
62,3.627720832824707
63,3.6594457626342773
64,3.6854896545410156
65,3.735663414001465
66,3.851255178451538
67,3.8718926906585693
68,3.9158389568328857
69,3.9462783336639404
70,3.977389097213745
71,4.013205051422119
72,4.033399820327759
73,4.067358732223511
74,4.128545045852661
75,4.161269187927246
76,4.195760011672974
77,4.229857444763184
78,4.263757705688477
79,4.3023059368133545
80,4.324946403503418
81,4.347063302993774
82,4.364149808883667
83,4.403332471847534
84,4.433134078979492
85,4.455454349517822
86,4.505918741226196
87,4.55946159362793
88,4.5791709423065186
89,4.617425918579102
90,4.658797740936279
91,4.676109552383423
92,4.693208932876587
93,4.710854530334473
94,4.727908372879028
95,4.76190185546875
96,4.854309320449829
97,4.8718485832214355
98,4.93059229850769
99,5.005333423614502
100,5.025503396987915
101,5.086202621459961
102,5.115787029266357
103,5.147579908370972
104,5.230807542800903
105,5.268840551376343
106,5.288626432418823
107,5.308213710784912
108,5.331141948699951
109,5.358997106552124
110,5.426379442214966
111,5.452441453933716
112,5.469743251800537
113,5.486825704574585
114,5.531965732574463
115,5.55433988571167
116,5.571516036987305
117,5.5945823192596436
118,5.616931915283203
119,5.649096488952637
120,5.667323350906372
121,5.6945953369140625
122,5.71698260307312
123,5.7422778606414795
124,5.777385950088501
125,5.797760486602783
126,5.817626953125
127,5.835091829299927
128,5.868946552276611
129,5.8928844928741455
130,5.915674686431885
131,5.935796022415161
132,5.955852746963501
133,5.985020637512207
134,6.0024237632751465
135,6.04144811630249
136,6.0649988651275635
137,6.085211277008057
138,6.108779430389404
139,6.139062166213989
140,6.159010171890259
141,6.19651198387146
142,6.216723442077637
143,6.233850955963135
144,6.275332450866699
145,6.294067859649658
146,6.317340612411499
147,6.334901809692383
148,6.364699602127075
149,6.3855226039886475
150,6.42554783821106
151,6.475400686264038
152,6.493379592895508
153,6.511350393295288
154,6.532233238220215
155,6.562388896942139
156,6.601627826690674
157,6.6321821212768555
158,6.662696838378906
159,6.683626651763916
160,6.72527551651001
161,6.757848501205444
162,6.786921977996826
163,6.804131031036377
164,6.8267176151275635
165,6.844074249267578
166,6.866703510284424
167,6.92675256729126
168,6.949609756469727
169,6.9737389087677
170,6.991021633148193
171,7.059264183044434
172,7.082813262939453
173,7.103368759155273
174,7.149288177490234
175,7.179811239242554
176,7.2517945766448975
177,7.274817705154419
178,7.327483892440796
179,7.3582494258880615
180,7.451790809631348
181,7.469999551773071
182,7.505812406539917
183,7.542774677276611
184,7.594140529632568
185,7.61469578742981
186,7.632769584655762
187,7.6506922245025635
188,7.693315744400024
189,7.716640949249268
190,7.737026691436768
191,7.7696051597595215
192,7.899275541305542
193,7.952857732772827
194,7.992154598236084
195,8.01644515991211
196,8.037715196609497
197,8.069282054901123
198,8.11263370513916
199,8.155417919158936
200,8.2030508518219
201,8.274587154388428
202,8.294382333755493
203,8.335367202758789
204,8.353872537612915
205,8.371819972991943
206,8.397849559783936
207,8.422779560089111
208,8.472676038742065
209,8.496068000793457
210,8.523041486740112
211,8.561496019363403
212,8.632237434387207
213,8.655606746673584
214,8.678449630737305
215,8.698115348815918
216,8.739786863327026
217,8.766256093978882
218,8.844984292984009
219,8.868403196334839
220,8.9580557346344
221,8.976059436798096
222,9.002946615219116
223,9.030394554138184
224,9.07324504852295
225,9.115017414093018
226,9.141223669052124
227,9.161009788513184
228,9.189011573791504
229,9.220021963119507
230,9.262040376663208
231,9.281975269317627
232,9.306520223617554
233,9.337146520614624
234,9.392187118530273
235,9.415083169937134
236,9.438147783279419
237,9.460623502731323
238,9.483753681182861
239,9.510046005249023
240,9.614027738571167
241,9.631239891052246
242,9.665050029754639
243,9.71203327178955
244,9.732377052307129
245,9.750210523605347
246,9.769227743148804
247,9.816396236419678
248,9.834765434265137
249,9.863178968429565
250,9.91310167312622
251,9.933480501174927
252,9.953245162963867
253,9.972886800765991
254,10.003077507019043
255,10.023467302322388
256,10.059528827667236
257,10.099606037139893
258,10.128700017929077
259,10.155754804611206
260,10.173670291900635
261,10.19103455543518
262,10.208214044570923
263,10.225805759429932
264,10.243064641952515
265,10.260997295379639
266,10.279505014419556
267,10.299132108688354
268,10.337405681610107
269,10.402016162872314
270,10.424476861953735
271,10.447418928146362
272,10.486644268035889
273,10.563043355941772
274,10.596225023269653
275,10.614145517349243
276,10.636611938476562
277,10.667412519454956
278,10.68478775024414
279,10.706843614578247
280,10.74561095237732
281,10.762917041778564
282,10.799080610275269
283,10.82130742073059
284,10.838900089263916
285,10.865724563598633
286,10.896950244903564
287,10.91481876373291
288,10.937546730041504
289,10.955030679702759
290,10.993154764175415
291,11.018256664276123
292,11.073383808135986
