Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.48
101,0.5
102,0.49
103,0.5
104,0.5
105,0.51
106,0.49
107,0.48
108,0.49
109,0.49
110,0.49
111,0.49
112,0.5
113,0.51
114,0.51
115,0.51
116,0.51
117,0.51
118,0.51
119,0.52
120,0.52
121,0.51
122,0.51
123,0.51
124,0.51
125,0.49
126,0.5
127,0.5
128,0.49
129,0.49
130,0.51
131,0.51
132,0.51
133,0.51
134,0.52
135,0.52
136,0.52
137,0.51
138,0.51
139,0.51
140,0.55
141,0.56
142,0.56
143,0.55
144,0.57
145,0.57
146,0.57
147,0.59
148,0.59
149,0.6
150,0.61
151,0.6
152,0.6
153,0.6
154,0.6
155,0.58
156,0.6
157,0.6
158,0.6
159,0.62
160,0.62
161,0.63
162,0.62
163,0.61
164,0.62
165,0.62
166,0.6
167,0.6
168,0.59
169,0.63
170,0.63
171,0.61
172,0.61
173,0.62
174,0.63
175,0.63
176,0.62
177,0.62
178,0.61
179,0.64
180,0.64
181,0.63
182,0.64
183,0.64
184,0.65
185,0.66
186,0.68
187,0.67
188,0.69
189,0.69
190,0.69
191,0.68
192,0.68
193,0.66
194,0.67
195,0.63
196,0.63
197,0.63
198,0.63
199,0.63
200,0.63
201,0.61
202,0.6
203,0.59
204,0.59
205,0.58
206,0.57
207,0.57
208,0.55
209,0.55
210,0.55
211,0.55
212,0.55
213,0.54
214,0.54
215,0.56
216,0.56
217,0.56
218,0.56
