Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.65
101,0.65
102,0.65
103,0.66
104,0.67
105,0.67
106,0.67
107,0.65
108,0.64
109,0.64
110,0.62
111,0.61
112,0.65
113,0.66
114,0.66
115,0.66
116,0.67
117,0.66
118,0.65
119,0.63
120,0.63
121,0.63
122,0.64
123,0.65
124,0.64
125,0.63
126,0.63
127,0.63
128,0.65
129,0.65
130,0.65
131,0.66
132,0.66
133,0.63
134,0.63
135,0.61
136,0.61
137,0.62
138,0.62
139,0.65
140,0.65
141,0.63
142,0.61
143,0.61
144,0.61
145,0.61
146,0.61
147,0.6
148,0.57
149,0.58
150,0.56
151,0.59
152,0.6
153,0.6
154,0.6
155,0.6
156,0.6
157,0.62
158,0.62
159,0.62
160,0.62
161,0.61
162,0.61
163,0.61
164,0.6
165,0.6
166,0.61
167,0.61
168,0.56
169,0.56
170,0.56
171,0.56
172,0.56
173,0.55
174,0.54
175,0.55
176,0.56
177,0.56
178,0.56
179,0.56
180,0.57
181,0.57
182,0.57
183,0.57
184,0.55
185,0.54
186,0.52
187,0.52
188,0.54
189,0.54
190,0.54
191,0.54
192,0.54
193,0.53
194,0.5
195,0.5
196,0.52
197,0.53
198,0.53
199,0.59
200,0.59
201,0.59
202,0.63
203,0.62
204,0.61
205,0.61
206,0.62
207,0.62
208,0.62
209,0.63
210,0.63
211,0.63
212,0.6
213,0.63
214,0.63
215,0.64
216,0.64
217,0.64
218,0.64
