Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.62
101,0.62
102,0.62
103,0.63
104,0.62
105,0.62
106,0.63
107,0.63
108,0.64
109,0.64
110,0.63
111,0.65
112,0.67
113,0.66
114,0.66
115,0.65
116,0.66
117,0.66
118,0.65
119,0.65
120,0.62
121,0.62
122,0.61
123,0.6
124,0.59
125,0.6
126,0.59
127,0.58
128,0.59
129,0.59
130,0.61
131,0.6
132,0.61
133,0.62
134,0.64
135,0.64
136,0.64
137,0.64
138,0.63
139,0.63
140,0.63
141,0.61
142,0.62
143,0.6
144,0.62
145,0.62
146,0.62
147,0.62
148,0.6
149,0.61
150,0.61
151,0.59
152,0.59
153,0.59
154,0.57
155,0.57
156,0.57
157,0.54
158,0.54
159,0.54
160,0.55
161,0.57
162,0.58
163,0.57
164,0.55
165,0.54
166,0.55
167,0.56
168,0.56
169,0.55
170,0.54
171,0.53
172,0.53
173,0.53
174,0.53
175,0.52
176,0.56
177,0.56
178,0.58
179,0.59
180,0.59
181,0.61
182,0.6
183,0.6
184,0.58
185,0.58
186,0.58
187,0.6
188,0.59
189,0.58
190,0.6
191,0.62
192,0.61
193,0.63
194,0.65
195,0.64
196,0.63
197,0.64
198,0.64
199,0.64
200,0.63
201,0.63
202,0.65
203,0.63
204,0.63
205,0.63
206,0.62
207,0.62
208,0.61
209,0.61
210,0.62
211,0.6
212,0.58
213,0.58
214,0.59
215,0.61
216,0.61
217,0.62
218,0.62
