Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.69
101,0.69
102,0.7
103,0.74
104,0.74
105,0.73
106,0.73
107,0.73
108,0.71
109,0.71
110,0.71
111,0.7
112,0.7
113,0.7
114,0.7
115,0.74
116,0.75
117,0.74
118,0.73
119,0.72
120,0.72
121,0.72
122,0.74
123,0.73
124,0.72
125,0.72
126,0.73
127,0.73
128,0.74
129,0.74
130,0.75
131,0.75
132,0.75
133,0.75
134,0.76
135,0.76
136,0.77
137,0.77
138,0.75
139,0.76
140,0.78
141,0.77
142,0.76
143,0.75
144,0.78
145,0.76
146,0.76
147,0.8
148,0.81
149,0.81
150,0.81
151,0.81
152,0.82
153,0.82
154,0.82
155,0.8
156,0.8
157,0.81
158,0.81
159,0.81
160,0.81
161,0.82
162,0.82
163,0.81
164,0.81
165,0.8
166,0.8
167,0.81
168,0.78
169,0.78
170,0.8
171,0.8
172,0.82
173,0.81
174,0.78
175,0.78
176,0.78
177,0.75
178,0.76
179,0.76
180,0.74
181,0.73
182,0.74
183,0.74
184,0.74
185,0.74
186,0.73
187,0.73
188,0.73
189,0.72
190,0.72
191,0.7
192,0.68
193,0.66
194,0.64
195,0.65
196,0.65
197,0.62
198,0.61
199,0.61
200,0.61
201,0.61
202,0.62
203,0.58
204,0.58
205,0.58
206,0.58
207,0.58
208,0.59
209,0.62
210,0.62
211,0.63
212,0.63
213,0.63
214,0.63
215,0.6
216,0.59
217,0.6
218,0.6
