Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.44
101,0.44
102,0.45
103,0.46
104,0.48
105,0.48
106,0.48
107,0.46
108,0.46
109,0.44
110,0.43
111,0.43
112,0.44
113,0.39
114,0.4
115,0.38
116,0.36
117,0.37
118,0.38
119,0.38
120,0.38
121,0.38
122,0.38
123,0.37
124,0.37
125,0.38
126,0.38
127,0.36
128,0.36
129,0.36
130,0.36
131,0.36
132,0.36
133,0.36
134,0.34
135,0.37
136,0.38
137,0.39
138,0.39
139,0.39
140,0.42
141,0.42
142,0.41
143,0.44
144,0.44
145,0.45
146,0.46
147,0.45
148,0.47
149,0.48
150,0.46
151,0.47
152,0.47
153,0.47
154,0.47
155,0.47
156,0.48
157,0.47
158,0.47
159,0.46
160,0.47
161,0.46
162,0.44
163,0.45
164,0.45
165,0.45
166,0.45
167,0.45
168,0.45
169,0.46
170,0.46
171,0.46
172,0.46
173,0.46
174,0.46
175,0.47
176,0.47
177,0.46
178,0.46
179,0.45
180,0.44
181,0.44
182,0.44
183,0.44
184,0.44
185,0.44
186,0.44
187,0.44
188,0.44
189,0.44
190,0.45
191,0.45
192,0.44
193,0.44
194,0.45
195,0.45
196,0.46
197,0.46
198,0.46
199,0.46
200,0.46
201,0.52
202,0.53
203,0.52
204,0.5
205,0.5
206,0.5
207,0.49
208,0.5
209,0.5
210,0.5
211,0.51
212,0.51
213,0.52
214,0.51
215,0.53
216,0.53
217,0.53
218,0.52
219,0.51
220,0.53
221,0.54
222,0.54
223,0.55
224,0.55
225,0.55
226,0.56
227,0.56
228,0.56
229,0.56
230,0.56
231,0.56
232,0.56
233,0.57
234,0.58
235,0.57
236,0.56
237,0.55
238,0.55
239,0.59
240,0.56
241,0.54
242,0.54
243,0.51
244,0.51
245,0.5
246,0.49
247,0.5
248,0.48
249,0.47
250,0.47
251,0.46
252,0.46
253,0.46
254,0.46
255,0.46
256,0.45
257,0.45
258,0.45
259,0.45
260,0.44
261,0.44
262,0.45
263,0.44
264,0.45
265,0.45
266,0.46
267,0.46
268,0.46
269,0.45
270,0.45
271,0.44
272,0.44
273,0.49
274,0.49
275,0.49
276,0.49
277,0.49
278,0.5
279,0.51
280,0.5
281,0.5
282,0.5
283,0.5
284,0.5
285,0.5
286,0.48
287,0.5
288,0.51
289,0.51
290,0.5
291,0.5
292,0.51
293,0.51
294,0.51
295,0.52
296,0.51
297,0.51
298,0.52
299,0.53
300,0.53
