Episode,Average Reward
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,24.174238095238092
101,24.121285714285715
102,24.138238095238098
103,24.783047619047622
104,24.08033333333334
105,24.098857142857142
106,24.125714285714285
107,24.062476190476186
108,24.068285714285707
109,24.058476190476185
110,24.018619047619044
111,23.486238095238097
112,23.24895238095238
113,23.618476190476198
114,23.618571428571435
115,24.274952380952385
116,24.159285714285716
117,24.090619047619054
118,24.913285714285717
119,24.89957142857143
120,24.53895238095238
121,24.21404761904762
122,23.889095238095237
123,23.878952380952384
124,24.461190476190467
125,24.72095238095238
126,24.49533333333334
127,24.43095238095238
128,24.29809523809524
129,24.259428571428575
130,24.456047619047617
131,24.87795238095238
132,24.606666666666666
133,24.892714285714288
134,24.88104761904762
135,24.772904761904766
136,24.7772380952381
137,25.005095238095247
138,25.087380952380958
139,25.08628571428572
140,25.103571428571435
141,25.457333333333334
142,25.663142857142862
143,25.66100000000001
144,25.242285714285718
145,25.244619047619054
146,25.177285714285716
147,25.061952380952388
148,25.10366666666667
149,25.208857142857145
150,26.417428571428573
151,26.346952380952384
152,26.345238095238095
153,26.709238095238092
154,26.438
155,25.74157142857143
156,24.83790476190476
157,24.7157619047619
158,25.189666666666668
159,25.06061904761905
160,25.07447619047619
161,25.955476190476187
162,25.93495238095238
163,25.91266666666667
164,25.672285714285717
165,25.70971428571429
166,25.41357142857143
167,25.385571428571428
168,25.5377619047619
169,26.587142857142855
170,27.951523809523806
171,27.90514285714285
172,27.858190476190476
173,27.801761904761904
174,28.51109523809524
175,27.94452380952381
176,27.95842857142857
177,28.279809523809526
178,28.00404761904762
179,28.033761904761903
180,28.129666666666672
181,27.944714285714284
182,27.74376190476191
183,26.884857142857143
184,26.81942857142857
185,27.283380952380952
186,27.64028571428571
187,27.58204761904761
188,25.70766666666666
189,25.35204761904761
190,25.367142857142852
191,25.46385714285714
192,25.281190476190478
193,25.35109523809524
194,25.01123809523809
195,25.550190476190473
196,25.518999999999995
197,25.19123809523809
198,24.83404761904761
199,24.80938095238095
200,24.749285714285705
201,25.369142857142855
202,25.33333333333333
203,24.929095238095243
204,25.139761904761905
205,25.36704761904762
206,25.366714285714288
207,25.38266666666667
208,25.65752380952381
209,25.985809523809525
210,27.01471428571429
211,27.08514285714286
212,27.426714285714286
213,27.30995238095238
214,27.340999999999998
215,26.63071428571428
216,26.637380952380944
217,26.694904761904755
218,26.45742857142857
219,26.688333333333325
220,26.797761904761902
221,26.72933333333333
222,26.79042857142857
223,27.984523809523807
224,27.770142857142854
225,27.48985714285714
226,27.366904761904756
227,27.70080952380952
228,27.778428571428567
229,28.133285714285712
230,28.186285714285713
231,28.18738095238096
232,28.408809523809527
233,28.45995238095238
234,28.780523809523807
235,28.742523809523803
236,28.787
237,28.23738095238095
238,28.18485714285714
239,28.22504761904762
240,28.24166666666667
241,28.087285714285716
242,27.837857142857143
243,27.472571428571428
244,27.48190476190476
245,27.860619047619053
246,27.930333333333337
247,27.965714285714288
248,27.931285714285718
249,28.391190476190477
250,27.43119047619048
251,27.439285714285717
252,27.464238095238102
253,27.081904761904767
254,26.96557142857143
255,27.009857142857136
256,27.007238095238094
257,26.91609523809524
258,26.42733333333333
259,26.611571428571427
260,26.639285714285716
261,26.1572380952381
262,26.193761904761914
263,26.175428571428576
264,26.18104761904762
265,26.20742857142857
266,26.22066666666667
267,26.296904761904763
268,26.498904761904768
269,25.608904761904764
270,24.566285714285712
271,24.584285714285716
272,24.595952380952387
273,24.840047619047624
274,24.17090476190476
275,24.999761904761908
276,24.97804761904762
277,24.634142857142855
278,24.94661904761905
279,24.876476190476193
280,24.765666666666664
281,24.824857142857145
282,24.804285714285715
283,25.254809523809527
284,25.256333333333338
285,25.287380952380957
286,25.067952380952377
287,25.611190476190476
288,26.006190476190476
289,25.996666666666666
290,25.929666666666666
291,25.72347619047619
292,25.661761904761907
293,25.698238095238093
294,25.912714285714284
295,25.658142857142852
296,26.195904761904757
297,26.85733333333333
298,26.81590476190476
299,26.906142857142857
300,26.958380952380953
