Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.41
101,0.43
102,0.43
103,0.42
104,0.41
105,0.43
106,0.42
107,0.42
108,0.42
109,0.42
110,0.41
111,0.42
112,0.44
113,0.44
114,0.43
115,0.44
116,0.44
117,0.44
118,0.44
119,0.44
120,0.44
121,0.45
122,0.44
123,0.44
124,0.44
125,0.45
126,0.45
127,0.46
128,0.45
129,0.44
130,0.44
131,0.44
132,0.42
133,0.39
134,0.37
135,0.38
136,0.38
137,0.39
138,0.4
139,0.41
140,0.42
141,0.42
142,0.42
143,0.42
144,0.41
145,0.42
146,0.42
147,0.44
148,0.45
149,0.45
150,0.45
151,0.45
152,0.45
153,0.45
154,0.45
155,0.44
156,0.44
157,0.46
158,0.47
159,0.47
160,0.47
161,0.47
162,0.47
163,0.46
164,0.46
165,0.47
166,0.47
167,0.46
168,0.46
169,0.46
170,0.46
171,0.45
172,0.45
173,0.46
174,0.44
175,0.45
176,0.46
177,0.45
178,0.46
179,0.46
180,0.46
181,0.46
182,0.48
183,0.48
184,0.48
185,0.53
186,0.54
187,0.54
188,0.55
189,0.54
190,0.54
191,0.55
192,0.54
193,0.56
194,0.56
195,0.57
196,0.55
197,0.51
198,0.51
199,0.52
200,0.54
201,0.52
202,0.52
203,0.52
204,0.53
205,0.51
206,0.51
207,0.51
208,0.51
209,0.51
210,0.51
211,0.53
212,0.52
213,0.54
214,0.54
215,0.53
216,0.53
217,0.58
218,0.59
