Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.64
101,0.63
102,0.63
103,0.63
104,0.62
105,0.65
106,0.65
107,0.66
108,0.65
109,0.65
110,0.66
111,0.66
112,0.67
113,0.68
114,0.69
115,0.7
116,0.71
117,0.7
118,0.7
119,0.7
120,0.72
121,0.72
122,0.73
123,0.72
124,0.72
125,0.73
126,0.7
127,0.7
128,0.69
129,0.7
130,0.7
131,0.7
132,0.67
133,0.68
134,0.68
135,0.66
136,0.66
137,0.66
138,0.67
139,0.66
140,0.59
141,0.59
142,0.63
143,0.64
144,0.64
145,0.63
146,0.63
147,0.62
148,0.62
149,0.62
150,0.62
151,0.64
152,0.65
153,0.65
154,0.65
155,0.67
156,0.66
157,0.66
158,0.64
159,0.64
160,0.63
161,0.63
162,0.63
163,0.63
164,0.61
165,0.62
166,0.62
167,0.59
168,0.59
169,0.59
170,0.58
171,0.62
172,0.62
173,0.62
174,0.64
175,0.62
176,0.63
177,0.62
178,0.62
179,0.62
180,0.62
181,0.63
182,0.65
183,0.64
184,0.64
185,0.65
186,0.65
187,0.69
188,0.7
189,0.7
190,0.71
191,0.7
192,0.72
193,0.73
194,0.71
195,0.71
196,0.67
197,0.66
198,0.66
199,0.66
200,0.66
201,0.66
202,0.66
203,0.67
204,0.68
205,0.65
206,0.65
207,0.64
208,0.62
209,0.64
210,0.63
211,0.63
212,0.62
213,0.61
214,0.62
215,0.61
216,0.61
217,0.61
218,0.62
