Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.68
101,0.67
102,0.67
103,0.67
104,0.67
105,0.67
106,0.65
107,0.63
108,0.63
109,0.62
110,0.61
111,0.6
112,0.6
113,0.6
114,0.62
115,0.6
116,0.6
117,0.61
118,0.61
119,0.63
120,0.63
121,0.62
122,0.64
123,0.61
124,0.61
125,0.61
126,0.61
127,0.61
128,0.6
129,0.59
130,0.59
131,0.59
132,0.55
133,0.55
134,0.55
135,0.55
136,0.55
137,0.56
138,0.56
139,0.51
140,0.51
141,0.52
142,0.52
143,0.53
144,0.53
145,0.55
146,0.55
147,0.56
148,0.54
149,0.54
150,0.54
151,0.54
152,0.53
153,0.52
154,0.52
155,0.53
156,0.49
157,0.48
158,0.49
159,0.48
160,0.5
161,0.49
162,0.46
163,0.46
164,0.46
165,0.48
166,0.51
167,0.51
168,0.51
169,0.52
170,0.51
171,0.52
172,0.51
173,0.5
174,0.5
175,0.5
176,0.53
177,0.53
178,0.52
179,0.54
180,0.54
181,0.54
182,0.54
183,0.53
184,0.53
185,0.53
186,0.54
187,0.51
188,0.49
189,0.48
190,0.48
191,0.46
192,0.47
193,0.49
194,0.49
195,0.51
196,0.52
197,0.51
198,0.5
199,0.51
200,0.52
201,0.52
202,0.53
203,0.53
204,0.53
205,0.56
206,0.56
207,0.58
208,0.58
209,0.59
210,0.59
211,0.59
212,0.61
213,0.6
214,0.59
215,0.6
216,0.61
217,0.6
218,0.6
