Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.57
101,0.56
102,0.57
103,0.57
104,0.57
105,0.57
106,0.58
107,0.58
108,0.59
109,0.58
110,0.58
111,0.57
112,0.56
113,0.61
114,0.61
115,0.62
116,0.62
117,0.64
118,0.63
119,0.6
120,0.6
121,0.63
122,0.62
123,0.64
124,0.64
125,0.64
126,0.63
127,0.59
128,0.59
129,0.58
130,0.58
131,0.55
132,0.55
133,0.56
134,0.56
135,0.56
136,0.57
137,0.57
138,0.57
139,0.56
140,0.58
141,0.58
142,0.58
143,0.58
144,0.64
145,0.65
146,0.64
147,0.64
148,0.64
149,0.63
150,0.63
151,0.62
152,0.66
153,0.67
154,0.67
155,0.67
156,0.67
157,0.67
158,0.68
159,0.64
160,0.64
161,0.64
162,0.64
163,0.64
164,0.64
165,0.59
166,0.59
167,0.59
168,0.59
169,0.59
170,0.59
171,0.59
172,0.6
173,0.61
174,0.61
175,0.6
176,0.6
177,0.62
178,0.61
179,0.61
180,0.62
181,0.63
182,0.63
183,0.62
184,0.63
185,0.68
186,0.67
187,0.71
188,0.69
189,0.7
190,0.7
191,0.7
192,0.7
193,0.69
194,0.69
195,0.68
196,0.71
197,0.74
198,0.74
199,0.75
200,0.77
201,0.78
202,0.78
203,0.77
204,0.8
205,0.81
206,0.8
207,0.79
208,0.79
209,0.79
210,0.79
211,0.79
212,0.79
213,0.75
214,0.75
215,0.75
216,0.75
217,0.72
218,0.71
