Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.43
101,0.43
102,0.41
103,0.44
104,0.44
105,0.45
106,0.45
107,0.46
108,0.45
109,0.47
110,0.47
111,0.47
112,0.47
113,0.46
114,0.47
115,0.49
116,0.49
117,0.49
118,0.49
119,0.48
120,0.5
121,0.5
122,0.51
123,0.54
124,0.54
125,0.56
126,0.57
127,0.58
128,0.58
129,0.58
130,0.57
131,0.56
132,0.56
133,0.56
134,0.56
135,0.56
136,0.55
137,0.55
138,0.56
139,0.57
140,0.56
141,0.57
142,0.54
143,0.54
144,0.53
145,0.55
146,0.55
147,0.55
148,0.55
149,0.55
150,0.57
151,0.58
152,0.58
153,0.59
154,0.59
155,0.59
156,0.59
157,0.6
158,0.58
159,0.59
160,0.59
161,0.59
162,0.59
163,0.59
164,0.59
165,0.59
166,0.58
167,0.58
168,0.56
169,0.56
170,0.57
171,0.58
172,0.58
173,0.6
174,0.6
175,0.59
176,0.6
177,0.6
178,0.6
179,0.6
180,0.61
181,0.61
182,0.61
183,0.61
184,0.59
185,0.59
186,0.6
187,0.6
188,0.6
189,0.61
190,0.61
191,0.61
192,0.63
193,0.63
194,0.66
195,0.66
196,0.64
197,0.62
198,0.63
199,0.63
200,0.64
201,0.64
202,0.64
203,0.61
204,0.62
205,0.62
206,0.61
207,0.61
208,0.62
209,0.6
210,0.65
211,0.68
212,0.68
213,0.68
214,0.67
215,0.66
216,0.69
217,0.69
218,0.69
