Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.55
101,0.56
102,0.56
103,0.57
104,0.56
105,0.58
106,0.58
107,0.55
108,0.55
109,0.55
110,0.55
111,0.55
112,0.57
113,0.57
114,0.6
115,0.59
116,0.6
117,0.6
118,0.6
119,0.6
120,0.61
121,0.61
122,0.61
123,0.63
124,0.62
125,0.63
126,0.63
127,0.63
128,0.64
129,0.64
130,0.64
131,0.64
132,0.64
133,0.65
134,0.65
135,0.64
136,0.63
137,0.63
138,0.63
139,0.64
140,0.63
141,0.63
142,0.67
143,0.68
144,0.67
145,0.68
146,0.67
147,0.67
148,0.67
149,0.69
150,0.69
151,0.68
152,0.67
153,0.67
154,0.67
155,0.67
156,0.67
157,0.67
158,0.66
159,0.65
160,0.65
161,0.65
162,0.64
163,0.64
164,0.65
165,0.65
166,0.67
167,0.67
168,0.67
169,0.66
170,0.62
171,0.62
172,0.61
173,0.64
174,0.64
175,0.64
176,0.64
177,0.63
178,0.61
179,0.6
180,0.58
181,0.58
182,0.58
183,0.58
184,0.57
185,0.56
186,0.56
187,0.54
188,0.54
189,0.53
190,0.53
191,0.53
192,0.53
193,0.52
194,0.46
195,0.46
196,0.45
197,0.42
198,0.42
199,0.42
200,0.41
201,0.41
202,0.41
203,0.4
204,0.42
205,0.4
206,0.4
207,0.4
208,0.42
209,0.43
210,0.43
211,0.43
212,0.43
213,0.44
214,0.42
215,0.42
216,0.41
217,0.41
218,0.4
