Episode,Time (seconds)
0,11.273621797561646
1,21.852089166641235
2,32.426167488098145
3,49.8362557888031
4,62.017191648483276
5,97.80748438835144
6,102.44832158088684
7,108.83540844917297
8,120.5854983329773
9,123.70427632331848
10,135.47171688079834
11,138.6014003753662
12,142.7519016265869
13,156.80262184143066
14,163.7798788547516
15,171.67809224128723
16,176.31172823905945
17,180.85402083396912
18,185.5482726097107
19,199.35006666183472
20,216.83857417106628
21,220.883474111557
22,237.17550230026245
23,244.24760031700134
24,249.80944299697876
25,284.421927690506
26,291.4870319366455
27,295.3617510795593
28,301.17228412628174
29,307.1416072845459
30,315.9420235157013
31,322.24431848526
32,333.05746388435364
33,338.4189054965973
34,346.36045694351196
35,357.3056995868683
36,366.1725330352783
37,386.0218448638916
38,402.81500005722046
39,410.7853569984436
40,414.6741225719452
41,420.9246232509613
42,427.4583239555359
43,433.43690490722656
44,442.147745847702
45,464.08022022247314
46,476.1222140789032
47,487.48015666007996
48,495.15037393569946
49,506.07329845428467
50,512.7567927837372
51,520.2822983264923
52,541.9996893405914
53,547.8002784252167
54,569.6730787754059
55,575.5326416492462
56,582.4406640529633
57,587.4449155330658
58,615.3300564289093
59,638.685638666153
60,643.0360155105591
61,658.6851778030396
62,674.64333319664
63,678.3766984939575
64,681.4432346820831
65,684.2826735973358
66,692.5298852920532
67,699.1747167110443
68,708.4116423130035
69,715.2139902114868
70,744.4889168739319
71,750.3488087654114
72,755.8790984153748
73,767.2175886631012
74,811.5989880561829
75,839.3540856838226
76,844.0570485591888
77,870.1894912719727
78,877.6687316894531
79,887.4903020858765
80,911.000572681427
81,970.419558763504
82,977.3248634338379
83,1022.6228811740875
84,1028.2278654575348
85,1037.9274320602417
86,1042.8626036643982
87,1052.4534339904785
88,1071.4955701828003
89,1077.386780500412
90,1105.2666244506836
91,1132.8583867549896
92,1157.2669682502747
93,1176.9797360897064
94,1182.5247242450714
95,1188.9943766593933
96,1193.6568479537964
97,1205.5125148296356
98,1212.6565403938293
99,1217.989464521408
100,1222.5371651649475
101,1266.2383439540863
102,1310.6685419082642
103,1361.6528096199036
104,1367.3040478229523
105,1377.3113925457
106,1386.6176207065582
107,1390.9358270168304
