Episode,Average Reward
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,24.010285714285715
101,24.10414285714286
102,24.136428571428567
103,24.187571428571427
104,24.20790476190476
105,24.72442857142857
106,25.16461904761905
107,25.742190476190476
108,25.45433333333333
109,25.308380952380954
110,24.16747619047619
111,24.686000000000003
112,24.47819047619048
113,25.787714285714284
114,25.833999999999996
115,25.89452380952381
116,25.835190476190473
117,25.789238095238087
118,25.828904761904756
119,25.950238095238088
120,25.700571428571426
121,25.908619047619045
122,25.882047619047615
123,25.91390476190476
124,25.995142857142852
125,25.986761904761902
126,26.26828571428571
127,26.255476190476188
128,26.320190476190472
129,25.96942857142857
130,25.933095238095234
131,26.20790476190476
132,26.237809523809524
133,26.621476190476187
134,26.63395238095238
135,26.26704761904762
136,25.980047619047618
137,25.825476190476188
138,25.97385714285714
139,25.925142857142855
140,25.997714285714277
141,25.792571428571424
142,25.579666666666657
143,25.573571428571423
144,24.660190476190472
145,24.0432380952381
146,24.030095238095242
147,24.306666666666665
148,23.93542857142857
149,23.95847619047619
150,23.878571428571426
151,23.657428571428568
152,23.484142857142853
153,22.89147619047619
154,22.996047619047616
155,23.050666666666665
156,23.101095238095237
157,22.647571428571425
158,22.695619047619047
159,22.688571428571432
160,22.58876190476191
161,23.30885714285715
162,23.41966666666667
163,23.424142857142865
164,23.386904761904763
165,23.346619047619047
166,23.663380952380948
167,23.328142857142858
168,23.636190476190478
169,23.68452380952381
170,23.920428571428573
171,24.161333333333335
