Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.61
101,0.62
102,0.61
103,0.61
104,0.61
105,0.61
106,0.61
107,0.62
108,0.61
109,0.6
110,0.6
111,0.59
112,0.59
113,0.59
114,0.59
115,0.6
116,0.6
117,0.6
118,0.6
119,0.6
120,0.59
121,0.6
122,0.6
123,0.59
124,0.59
125,0.6
126,0.6
127,0.62
128,0.62
129,0.63
130,0.64
131,0.64
132,0.63
133,0.63
134,0.62
135,0.61
136,0.61
137,0.61
138,0.61
139,0.62
140,0.62
141,0.61
142,0.64
143,0.6
144,0.6
145,0.6
146,0.6
147,0.6
148,0.62
149,0.63
150,0.63
151,0.63
152,0.63
153,0.59
154,0.59
155,0.6
156,0.61
157,0.59
158,0.58
159,0.6
160,0.59
161,0.58
162,0.56
163,0.56
164,0.58
165,0.59
166,0.59
167,0.59
168,0.58
169,0.59
170,0.59
171,0.59
172,0.59
173,0.59
174,0.6
175,0.62
176,0.63
177,0.65
178,0.63
179,0.63
180,0.63
181,0.63
182,0.69
183,0.71
184,0.71
185,0.72
186,0.72
187,0.71
188,0.71
189,0.71
190,0.7
191,0.68
192,0.73
193,0.75
194,0.73
195,0.73
196,0.75
197,0.75
198,0.76
199,0.73
200,0.72
201,0.71
202,0.71
203,0.71
204,0.71
205,0.71
206,0.71
207,0.71
208,0.73
209,0.73
210,0.74
211,0.75
212,0.73
213,0.73
214,0.86
215,0.86
216,0.86
217,0.88
218,0.89
