Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.42
101,0.42
102,0.42
103,0.43
104,0.44
105,0.46
106,0.45
107,0.45
108,0.44
109,0.44
110,0.44
111,0.44
112,0.49
113,0.47
114,0.47
115,0.48
116,0.48
117,0.48
118,0.48
119,0.47
120,0.47
121,0.48
122,0.49
123,0.49
124,0.49
125,0.48
126,0.49
127,0.51
128,0.51
129,0.5
130,0.5
131,0.49
132,0.53
133,0.53
134,0.52
135,0.53
136,0.52
137,0.51
138,0.51
139,0.51
140,0.48
141,0.5
142,0.51
143,0.52
144,0.5
145,0.5
146,0.5
147,0.5
148,0.52
149,0.52
150,0.52
151,0.52
152,0.53
153,0.51
154,0.51
155,0.49
156,0.49
157,0.52
158,0.51
159,0.51
160,0.51
161,0.48
162,0.48
163,0.47
164,0.44
165,0.44
166,0.44
167,0.44
168,0.45
169,0.45
170,0.46
171,0.46
172,0.46
173,0.46
174,0.47
175,0.46
176,0.47
177,0.48
178,0.47
179,0.48
180,0.49
181,0.48
182,0.48
183,0.48
184,0.48
185,0.48
186,0.5
187,0.51
188,0.49
189,0.49
190,0.49
191,0.49
192,0.49
193,0.52
194,0.54
195,0.53
196,0.53
197,0.5
198,0.5
199,0.5
200,0.5
201,0.5
202,0.5
203,0.49
204,0.5
205,0.48
206,0.48
207,0.47
208,0.47
209,0.47
210,0.47
211,0.47
212,0.43
213,0.43
214,0.43
215,0.43
216,0.43
217,0.44
218,0.45
