Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.43
101,0.43
102,0.43
103,0.42
104,0.41
105,0.42
106,0.41
107,0.41
108,0.41
109,0.41
110,0.41
111,0.43
112,0.43
113,0.43
114,0.43
115,0.43
116,0.43
117,0.45
118,0.44
119,0.44
120,0.43
121,0.43
122,0.46
123,0.45
124,0.45
125,0.45
126,0.46
127,0.45
128,0.44
129,0.48
130,0.48
131,0.48
132,0.48
133,0.48
134,0.46
135,0.46
136,0.45
137,0.45
138,0.45
139,0.45
140,0.46
141,0.48
142,0.5
143,0.5
144,0.52
145,0.52
146,0.51
147,0.52
148,0.48
149,0.51
150,0.5
151,0.5
152,0.5
153,0.51
154,0.51
155,0.51
156,0.51
157,0.51
158,0.47
159,0.47
160,0.46
161,0.43
162,0.42
163,0.42
164,0.42
165,0.42
166,0.42
167,0.45
168,0.45
169,0.45
170,0.45
171,0.46
172,0.46
173,0.47
174,0.48
175,0.47
176,0.47
177,0.45
178,0.45
179,0.44
180,0.44
181,0.44
182,0.43
183,0.43
184,0.43
185,0.44
186,0.41
187,0.42
188,0.41
189,0.41
190,0.41
191,0.41
192,0.41
193,0.41
194,0.4
195,0.4
196,0.39
197,0.39
198,0.41
199,0.41
200,0.43
201,0.43
202,0.45
203,0.47
204,0.47
205,0.46
206,0.47
207,0.46
208,0.46
209,0.46
210,0.46
211,0.43
212,0.43
213,0.43
214,0.43
215,0.43
216,0.46
217,0.44
218,0.43
