Episode,Average Reward
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,-1.1
101,-1.1
102,-1.12
103,-1.08
104,-1.14
105,-1.16
106,-1.12
107,-1.12
108,-1.08
109,-1.08
110,-1.08
111,-1.06
112,-1.08
113,-1.1
114,-1.12
115,-1.12
116,-1.14
117,-1.18
118,-1.18
119,-1.16
120,-1.16
121,-1.2
122,-1.16
123,-1.16
124,-1.18
125,-1.18
126,-1.18
127,-1.2
128,-1.14
129,-1.14
130,-1.14
131,-1.06
132,-1.08
133,-1.08
134,-1.08
135,-1.08
136,-1.08
137,-1.08
138,-1.1
139,-1.1
140,-1.1
141,-1.1
142,-1.1
143,-1.12
144,-1.1
145,-1.06
146,-1.06
147,-1.04
148,-1.06
149,-1.06
150,-1.08
151,-1.08
152,-1.08
153,-1.1
154,-1.08
155,-1.06
156,-1.06
157,-1.06
158,-1.1
159,-1.08
160,-1.08
161,-1.1
162,-1.08
163,-1.08
164,-1.08
165,-1.08
166,-1.04
167,-1.02
168,-1.04
169,-1.04
170,-1.08
171,-1.06
172,-1.08
173,-1.08
174,-1.08
175,-1.12
176,-1.12
177,-1.08
178,-1.08
179,-1.08
180,-1.1
181,-1.16
182,-1.16
183,-1.16
184,-1.18
185,-1.2
186,-1.2
187,-1.2
188,-1.12
189,-1.1
190,-1.1
191,-1.08
192,-1.08
193,-1.06
194,-1.06
195,-1.06
196,-1.08
197,-1.08
198,-1.08
199,-1.08
200,-1.1
201,-1.1
