Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.32
101,0.32
102,0.33
103,0.33
104,0.33
105,0.35
106,0.36
107,0.37
108,0.37
109,0.4
110,0.42
111,0.42
112,0.42
113,0.43
114,0.43
115,0.42
116,0.42
117,0.41
118,0.41
119,0.41
120,0.41
121,0.45
122,0.46
123,0.47
124,0.47
125,0.45
126,0.46
127,0.45
128,0.46
129,0.45
130,0.45
131,0.45
132,0.45
133,0.45
134,0.44
135,0.46
136,0.46
137,0.46
138,0.46
139,0.46
140,0.45
141,0.45
142,0.45
143,0.45
144,0.45
145,0.45
146,0.46
147,0.46
148,0.46
149,0.48
150,0.48
151,0.48
152,0.49
153,0.48
154,0.49
155,0.52
156,0.51
157,0.51
158,0.51
159,0.5
160,0.49
161,0.49
162,0.48
163,0.49
164,0.51
165,0.51
166,0.51
167,0.51
168,0.51
169,0.51
170,0.5
171,0.5
172,0.52
173,0.53
174,0.55
175,0.54
176,0.54
177,0.54
178,0.54
179,0.54
180,0.55
181,0.57
182,0.55
183,0.55
184,0.55
185,0.55
186,0.55
187,0.56
188,0.53
189,0.53
190,0.54
191,0.57
192,0.57
193,0.6
194,0.61
195,0.59
196,0.62
197,0.62
198,0.62
199,0.62
200,0.62
201,0.65
202,0.64
203,0.65
204,0.67
205,0.65
206,0.65
207,0.64
208,0.64
209,0.61
210,0.61
211,0.62
212,0.63
213,0.62
214,0.61
215,0.61
216,0.62
217,0.62
218,0.62
