Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.36
101,0.36
102,0.37
103,0.4
104,0.39
105,0.4
106,0.39
107,0.39
108,0.4
109,0.41
110,0.41
111,0.4
112,0.4
113,0.4
114,0.39
115,0.39
116,0.38
117,0.38
118,0.38
119,0.37
120,0.37
121,0.35
122,0.35
123,0.35
124,0.35
125,0.35
126,0.35
127,0.35
128,0.35
129,0.36
130,0.36
131,0.38
132,0.39
133,0.38
134,0.41
135,0.41
136,0.42
137,0.44
138,0.44
139,0.45
140,0.45
141,0.45
142,0.46
143,0.46
144,0.48
145,0.49
146,0.5
147,0.49
148,0.48
149,0.48
150,0.45
151,0.44
152,0.44
153,0.48
154,0.48
155,0.48
156,0.48
157,0.51
158,0.51
159,0.56
160,0.56
161,0.55
162,0.55
163,0.55
164,0.55
165,0.57
166,0.57
167,0.57
168,0.58
169,0.56
170,0.57
171,0.58
172,0.57
173,0.57
174,0.57
175,0.57
176,0.57
177,0.57
178,0.57
179,0.6
180,0.6
181,0.6
182,0.62
183,0.62
184,0.63
185,0.63
186,0.63
187,0.63
188,0.63
189,0.62
190,0.62
191,0.62
192,0.62
193,0.62
194,0.62
195,0.62
196,0.61
197,0.64
198,0.65
199,0.62
200,0.62
201,0.64
202,0.65
203,0.64
204,0.66
205,0.66
206,0.66
207,0.66
208,0.66
209,0.66
210,0.66
211,0.66
212,0.66
213,0.67
214,0.68
215,0.7
216,0.71
217,0.75
218,0.76
