Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.44
101,0.44
102,0.44
103,0.44
104,0.44
105,0.44
106,0.43
107,0.44
108,0.44
109,0.42
110,0.41
111,0.41
112,0.42
113,0.42
114,0.42
115,0.43
116,0.42
117,0.41
118,0.41
119,0.43
120,0.44
121,0.44
122,0.45
123,0.45
124,0.45
125,0.44
126,0.44
127,0.44
128,0.45
129,0.45
130,0.46
131,0.46
132,0.46
133,0.44
134,0.44
135,0.45
136,0.45
137,0.42
138,0.42
139,0.42
140,0.42
141,0.42
142,0.41
143,0.41
144,0.41
145,0.41
146,0.41
147,0.38
148,0.37
149,0.37
150,0.37
151,0.38
152,0.38
153,0.36
154,0.34
155,0.35
156,0.33
157,0.33
158,0.33
159,0.33
160,0.33
161,0.33
162,0.33
163,0.36
164,0.36
165,0.38
166,0.37
167,0.36
168,0.36
169,0.36
170,0.37
171,0.37
172,0.37
173,0.38
174,0.38
175,0.38
176,0.36
177,0.38
178,0.39
179,0.39
180,0.39
181,0.39
182,0.4
183,0.4
184,0.4
185,0.42
186,0.39
187,0.4
188,0.4
189,0.43
190,0.44
191,0.43
192,0.45
193,0.45
194,0.47
195,0.47
196,0.47
197,0.47
198,0.47
199,0.47
200,0.52
201,0.52
202,0.52
203,0.53
204,0.53
205,0.53
206,0.55
207,0.57
208,0.6
209,0.62
210,0.62
211,0.61
212,0.6
213,0.63
214,0.63
215,0.64
216,0.64
217,0.64
218,0.64
