Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.45
101,0.44
102,0.44
103,0.44
104,0.45
105,0.44
106,0.44
107,0.44
108,0.44
109,0.44
110,0.44
111,0.44
112,0.44
113,0.43
114,0.42
115,0.42
116,0.42
117,0.42
118,0.42
119,0.44
120,0.45
121,0.45
122,0.46
123,0.48
124,0.48
125,0.48
126,0.48
127,0.48
128,0.48
129,0.48
130,0.47
131,0.48
132,0.48
133,0.49
134,0.49
135,0.48
136,0.48
137,0.5
138,0.51
139,0.51
140,0.51
141,0.53
142,0.53
143,0.53
144,0.53
145,0.53
146,0.52
147,0.59
148,0.58
149,0.57
150,0.58
151,0.57
152,0.57
153,0.57
154,0.59
155,0.59
156,0.59
157,0.59
158,0.6
159,0.61
160,0.62
161,0.63
162,0.63
163,0.68
164,0.7
165,0.68
166,0.71
167,0.73
168,0.72
169,0.72
170,0.72
171,0.75
172,0.75
173,0.76
174,0.75
175,0.76
176,0.76
177,0.76
178,0.76
179,0.76
180,0.76
181,0.73
182,0.73
183,0.71
184,0.71
185,0.7
186,0.71
187,0.72
188,0.75
189,0.75
190,0.75
191,0.72
192,0.72
193,0.73
194,0.72
195,0.73
196,0.73
197,0.71
198,0.71
199,0.76
200,0.76
201,0.77
202,0.78
203,0.78
204,0.77
205,0.77
206,0.77
207,0.77
208,0.77
209,0.8
210,0.81
211,0.82
212,0.81
213,0.83
214,0.85
215,0.85
216,0.86
217,0.87
218,0.86
