Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.47
101,0.47
102,0.47
103,0.46
104,0.46
105,0.45
106,0.45
107,0.44
108,0.43
109,0.44
110,0.44
111,0.46
112,0.47
113,0.47
114,0.46
115,0.47
116,0.45
117,0.45
118,0.45
119,0.45
120,0.43
121,0.43
122,0.43
123,0.45
124,0.45
125,0.46
126,0.47
127,0.46
128,0.46
129,0.46
130,0.44
131,0.44
132,0.45
133,0.46
134,0.46
135,0.47
136,0.51
137,0.51
138,0.56
139,0.56
140,0.56
141,0.56
142,0.56
143,0.58
144,0.58
145,0.58
146,0.58
147,0.58
148,0.58
149,0.58
150,0.58
151,0.58
152,0.59
153,0.59
154,0.59
155,0.59
156,0.59
157,0.59
158,0.57
159,0.57
160,0.57
161,0.57
162,0.58
163,0.58
164,0.59
165,0.59
166,0.59
167,0.61
168,0.61
169,0.61
170,0.65
171,0.64
172,0.64
173,0.62
174,0.63
175,0.62
176,0.62
177,0.64
178,0.63
179,0.65
180,0.67
181,0.66
182,0.66
183,0.66
184,0.66
185,0.66
186,0.66
187,0.65
188,0.63
189,0.63
190,0.62
191,0.63
192,0.62
193,0.62
194,0.62
195,0.62
196,0.64
197,0.64
198,0.58
199,0.56
200,0.55
201,0.54
202,0.54
203,0.55
204,0.57
205,0.56
206,0.57
207,0.57
208,0.57
209,0.57
210,0.57
211,0.55
212,0.54
213,0.56
214,0.56
215,0.55
216,0.56
217,0.58
218,0.58
