Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.42
101,0.42
102,0.43
103,0.44
104,0.43
105,0.42
106,0.41
107,0.47
108,0.48
109,0.48
110,0.49
111,0.49
112,0.49
113,0.48
114,0.48
115,0.47
116,0.47
117,0.47
118,0.48
119,0.5
120,0.49
121,0.5
122,0.51
123,0.51
124,0.51
125,0.47
126,0.47
127,0.47
128,0.46
129,0.45
130,0.45
131,0.44
132,0.45
133,0.44
134,0.44
135,0.44
136,0.44
137,0.44
138,0.44
139,0.44
140,0.44
141,0.43
142,0.43
143,0.44
144,0.45
145,0.46
146,0.46
147,0.46
148,0.47
149,0.47
150,0.47
151,0.47
152,0.47
153,0.46
154,0.46
155,0.46
156,0.45
157,0.46
158,0.46
159,0.47
160,0.48
161,0.49
162,0.49
163,0.49
164,0.49
165,0.51
166,0.51
167,0.51
168,0.5
169,0.47
170,0.47
171,0.47
172,0.47
173,0.48
174,0.49
175,0.49
176,0.48
177,0.51
178,0.51
179,0.5
180,0.5
181,0.5
182,0.52
183,0.52
184,0.52
185,0.52
186,0.52
187,0.52
188,0.52
189,0.52
190,0.51
191,0.51
192,0.52
193,0.5
194,0.5
195,0.49
196,0.49
197,0.51
198,0.5
199,0.5
200,0.49
201,0.49
202,0.49
203,0.48
204,0.48
205,0.47
206,0.48
207,0.43
208,0.42
209,0.42
210,0.42
211,0.42
212,0.42
213,0.45
214,0.46
215,0.46
216,0.47
217,0.47
218,0.46
