Episode,Average Reward
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,26.165523809523805
101,25.98104761904761
102,26.07923809523809
103,26.05
104,25.891904761904758
105,25.953333333333333
106,26.048714285714283
107,25.973904761904762
108,25.564285714285717
109,25.236047619047618
110,24.73485714285714
111,24.25238095238095
112,24.292428571428573
113,24.02661904761905
114,23.430809523809526
115,23.470000000000006
116,23.567285714285713
117,23.558666666666664
118,24.045952380952375
119,23.929571428571425
120,22.865714285714283
121,23.33119047619048
122,23.998952380952378
123,23.955333333333332
124,23.938333333333325
125,24.22433333333333
126,23.394095238095236
127,23.154904761904767
128,23.4312380952381
129,23.502190476190485
130,23.493000000000006
131,23.328714285714288
132,23.098333333333336
133,23.21519047619047
134,22.878285714285713
135,22.667047619047615
136,24.117761904761903
137,24.417142857142853
138,25.22542857142857
139,25.56233333333333
140,25.109761904761903
141,25.258476190476195
142,25.258047619047616
143,25.270619047619046
144,25.717333333333332
145,25.746142857142853
146,25.801999999999992
147,25.713619047619044
148,26.074190476190473
149,26.070999999999998
150,26.387999999999998
151,29.037333333333333
152,28.342952380952376
153,28.345285714285716
154,28.272333333333332
155,28.231666666666666
156,28.471333333333327
157,28.568999999999992
158,28.844523809523803
159,28.840666666666657
160,28.896333333333324
161,29.574428571428562
162,30.450571428571422
163,31.195904761904753
164,31.026238095238096
165,30.792761904761907
166,30.745380952380952
167,30.80180952380952
168,30.533952380952375
169,31.070523809523806
170,32.706761904761905
171,33.39590476190476
