Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.47
101,0.47
102,0.48
103,0.49
104,0.49
105,0.49
106,0.49
107,0.49
108,0.47
109,0.47
110,0.48
111,0.49
112,0.5
113,0.54
114,0.54
115,0.55
116,0.5
117,0.51
118,0.52
119,0.52
120,0.51
121,0.51
122,0.51
123,0.47
124,0.47
125,0.47
126,0.48
127,0.48
128,0.48
129,0.49
130,0.49
131,0.47
132,0.45
133,0.46
134,0.46
135,0.46
136,0.45
137,0.45
138,0.43
139,0.43
140,0.43
141,0.42
142,0.42
143,0.39
144,0.39
145,0.39
146,0.43
147,0.43
148,0.43
149,0.41
150,0.41
151,0.4
152,0.39
153,0.4
154,0.4
155,0.4
156,0.4
157,0.4
158,0.41
159,0.42
160,0.42
161,0.43
162,0.44
163,0.44
164,0.44
165,0.44
166,0.44
167,0.45
168,0.44
169,0.42
170,0.42
171,0.41
172,0.43
173,0.43
174,0.41
175,0.42
176,0.42
177,0.42
178,0.42
179,0.42
180,0.42
181,0.44
182,0.44
183,0.45
184,0.45
185,0.47
186,0.47
187,0.48
188,0.48
189,0.46
190,0.47
191,0.47
192,0.47
193,0.47
194,0.46
195,0.46
196,0.45
197,0.49
198,0.49
199,0.46
200,0.46
201,0.47
202,0.46
203,0.45
204,0.46
205,0.46
206,0.46
207,0.47
208,0.48
209,0.48
210,0.48
211,0.47
212,0.46
213,0.42
214,0.44
215,0.45
216,0.45
217,0.45
218,0.44
219,0.45
220,0.48
221,0.48
222,0.53
223,0.51
224,0.51
225,0.5
226,0.51
227,0.51
228,0.52
229,0.51
230,0.51
231,0.51
232,0.51
233,0.5
234,0.52
235,0.52
236,0.52
237,0.52
238,0.52
239,0.52
240,0.52
241,0.52
242,0.51
243,0.52
244,0.52
245,0.52
246,0.48
247,0.49
248,0.49
249,0.49
250,0.49
251,0.5
252,0.51
253,0.5
254,0.5
255,0.5
256,0.51
257,0.51
258,0.51
259,0.5
260,0.5
261,0.49
262,0.48
263,0.51
264,0.51
265,0.51
266,0.51
267,0.5
268,0.5
269,0.5
270,0.5
271,0.5
272,0.48
273,0.48
274,0.48
275,0.48
276,0.48
277,0.48
278,0.5
279,0.5
280,0.51
281,0.48
282,0.48
283,0.48
284,0.49
285,0.47
286,0.47
287,0.46
288,0.46
289,0.46
290,0.46
291,0.47
292,0.47
293,0.47
294,0.48
295,0.47
296,0.47
297,0.45
298,0.45
299,0.45
300,0.45
