Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.4
101,0.41
102,0.42
103,0.39
104,0.4
105,0.36
106,0.37
107,0.37
108,0.37
109,0.36
110,0.36
111,0.36
112,0.35
113,0.36
114,0.35
115,0.33
116,0.34
117,0.34
118,0.34
119,0.34
120,0.33
121,0.33
122,0.33
123,0.33
124,0.33
125,0.33
126,0.33
127,0.35
128,0.35
129,0.35
130,0.35
131,0.36
132,0.35
133,0.3
134,0.29
135,0.28
136,0.28
137,0.28
138,0.28
139,0.3
140,0.3
141,0.29
142,0.29
143,0.29
144,0.3
145,0.31
146,0.32
147,0.32
148,0.31
149,0.31
150,0.3
151,0.31
152,0.31
153,0.31
154,0.3
155,0.33
156,0.33
157,0.32
158,0.32
159,0.32
160,0.33
161,0.33
162,0.33
163,0.33
164,0.33
165,0.32
166,0.32
167,0.32
168,0.34
169,0.34
170,0.34
171,0.34
172,0.34
173,0.34
174,0.35
175,0.35
176,0.36
177,0.36
178,0.4
179,0.4
180,0.4
181,0.43
182,0.43
183,0.43
184,0.43
185,0.43
186,0.43
187,0.43
188,0.44
189,0.44
190,0.44
191,0.44
192,0.44
193,0.47
194,0.47
195,0.47
196,0.45
197,0.45
198,0.45
199,0.47
200,0.47
201,0.46
202,0.45
203,0.46
204,0.45
205,0.45
206,0.44
207,0.45
208,0.49
209,0.49
210,0.49
211,0.49
212,0.48
213,0.47
214,0.48
215,0.47
216,0.47
217,0.47
218,0.47
219,0.47
220,0.47
221,0.46
222,0.46
223,0.46
224,0.47
225,0.48
226,0.49
227,0.46
228,0.47
229,0.47
230,0.48
231,0.48
232,0.48
233,0.49
234,0.49
235,0.48
236,0.49
237,0.5
238,0.5
239,0.48
240,0.48
241,0.49
242,0.49
243,0.5
244,0.49
245,0.48
246,0.47
247,0.47
248,0.47
249,0.47
250,0.46
251,0.46
252,0.45
253,0.46
254,0.46
255,0.42
256,0.41
257,0.41
258,0.41
259,0.41
260,0.4
261,0.4
262,0.4
263,0.4
264,0.4
265,0.4
266,0.4
267,0.42
268,0.41
269,0.41
270,0.41
271,0.41
272,0.4
273,0.4
274,0.4
275,0.41
276,0.41
277,0.41
278,0.37
279,0.37
280,0.37
281,0.34
282,0.35
283,0.35
284,0.35
285,0.35
286,0.36
287,0.38
288,0.38
289,0.39
290,0.4
291,0.4
292,0.4
293,0.4
294,0.41
295,0.43
296,0.43
297,0.45
298,0.46
299,0.44
300,0.45
