Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.44
101,0.44
102,0.44
103,0.44
104,0.43
105,0.43
106,0.42
107,0.43
108,0.43
109,0.45
110,0.42
111,0.42
112,0.43
113,0.43
114,0.44
115,0.42
116,0.41
117,0.41
118,0.43
119,0.46
120,0.46
121,0.46
122,0.45
123,0.45
124,0.45
125,0.45
126,0.49
127,0.48
128,0.5
129,0.52
130,0.52
131,0.52
132,0.52
133,0.52
134,0.54
135,0.56
136,0.55
137,0.56
138,0.56
139,0.56
140,0.56
141,0.53
142,0.54
143,0.55
144,0.55
145,0.55
146,0.55
147,0.54
148,0.56
149,0.56
150,0.56
151,0.56
152,0.56
153,0.54
154,0.51
155,0.52
156,0.55
157,0.57
158,0.57
159,0.58
160,0.6
161,0.6
162,0.6
163,0.6
164,0.6
165,0.6
166,0.6
167,0.6
168,0.6
169,0.62
170,0.61
171,0.61
172,0.67
173,0.65
174,0.64
175,0.63
176,0.63
177,0.63
178,0.64
179,0.65
180,0.65
181,0.69
182,0.69
183,0.68
184,0.68
185,0.69
186,0.69
187,0.68
188,0.67
189,0.68
190,0.69
191,0.7
192,0.7
193,0.68
194,0.68
195,0.68
196,0.68
197,0.68
198,0.67
199,0.72
200,0.72
201,0.73
202,0.74
203,0.74
204,0.75
205,0.74
206,0.74
207,0.74
208,0.76
209,0.77
210,0.78
211,0.78
212,0.78
213,0.77
214,0.76
215,0.75
216,0.75
217,0.75
218,0.74
219,0.71
220,0.7
221,0.7
222,0.73
223,0.74
224,0.74
225,0.77
226,0.73
227,0.74
228,0.73
229,0.71
230,0.73
231,0.73
232,0.75
233,0.75
234,0.74
235,0.72
236,0.73
237,0.72
238,0.73
239,0.73
240,0.71
241,0.71
242,0.73
243,0.72
244,0.73
245,0.73
246,0.73
247,0.73
248,0.71
249,0.71
250,0.72
251,0.74
252,0.76
253,0.76
254,0.76
255,0.76
256,0.74
257,0.72
258,0.74
259,0.74
260,0.73
261,0.73
262,0.75
263,0.75
264,0.75
265,0.76
266,0.76
267,0.79
268,0.79
269,0.77
270,0.77
271,0.79
272,0.73
273,0.73
274,0.74
275,0.75
276,0.75
277,0.75
278,0.75
279,0.72
280,0.74
281,0.73
282,0.73
283,0.73
284,0.73
285,0.72
286,0.72
287,0.72
288,0.72
289,0.71
290,0.7
291,0.7
292,0.71
293,0.76
294,0.76
295,0.76
296,0.75
297,0.75
298,0.75
299,0.7
300,0.71
