Episode,Time (seconds)
0,2.3783819675445557
1,2.7504217624664307
2,2.955792188644409
3,3.739680767059326
4,4.101053476333618
5,6.503983974456787
6,6.791323184967041
7,7.092655420303345
8,7.473207712173462
9,7.690155029296875
10,9.340576171875
11,9.829243421554565
12,10.24471926689148
13,11.405722856521606
14,11.79183030128479
15,12.011924028396606
16,12.38990831375122
17,12.75275206565857
18,13.870002031326294
19,14.084224462509155
20,14.292426586151123
21,14.582613945007324
22,14.974299430847168
23,15.244616746902466
24,16.631037712097168
25,16.854387283325195
26,17.910747289657593
27,20.07948398590088
28,20.519256591796875
29,20.772599458694458
30,21.833613395690918
31,22.18769335746765
32,22.38522982597351
33,23.276082515716553
34,23.49201774597168
35,24.423049211502075
36,24.7121684551239
37,27.065577268600464
38,27.36887001991272
39,29.845192193984985
40,31.227604627609253
41,31.634493350982666
42,31.938731908798218
43,32.24206829071045
44,32.79776644706726
45,33.18055176734924
46,33.48689150810242
47,34.51012897491455
48,35.36562728881836
49,35.646127462387085
50,36.09307813644409
51,36.517847299575806
52,36.93603849411011
53,37.15786361694336
54,37.471855878829956
55,37.78796601295471
56,38.21468663215637
57,39.32679891586304
58,40.20103859901428
59,40.74837684631348
60,41.214104652404785
61,42.974151372909546
62,43.315589904785156
63,43.56362795829773
64,44.582032680511475
65,46.20918273925781
66,46.42561626434326
67,46.83472013473511
68,47.12758946418762
69,47.41917324066162
70,47.83338522911072
71,48.25301933288574
72,48.97057247161865
73,49.392232179641724
74,49.80416941642761
75,50.03343439102173
76,50.97841238975525
77,51.37448000907898
78,51.77224564552307
79,52.15774750709534
80,53.26245427131653
81,53.65444207191467
82,54.06520748138428
83,54.28264236450195
84,55.92043495178223
85,56.310417890548706
86,56.53729510307312
87,57.532124280929565
88,57.98313856124878
89,59.232869386672974
90,59.624905586242676
91,59.92678880691528
92,60.15299034118652
93,60.36794376373291
94,62.04861855506897
95,63.12389516830444
96,64.2666323184967
97,64.57734251022339
98,65.66692996025085
99,65.97408318519592
100,67.12163949012756
101,67.99057197570801
102,69.16388249397278
103,69.38036131858826
104,70.30481100082397
105,70.52332830429077
106,70.92898774147034
107,71.13911557197571
108,72.0161144733429
109,72.3165054321289
110,72.73139905929565
111,73.00972485542297
112,73.88645219802856
113,74.09297156333923
114,74.30098152160645
115,75.06043863296509
116,75.42696332931519
117,75.70071578025818
118,76.12632179260254
119,76.40477418899536
120,76.61853623390198
121,77.35405802726746
122,77.83179640769958
123,78.05064344406128
124,78.36477208137512
125,82.50483417510986
126,83.31085920333862
127,83.56760215759277
128,83.92815351486206
129,84.34649395942688
130,84.65091109275818
131,85.28837180137634
132,86.14595341682434
133,87.94023418426514
134,88.27287530899048
135,88.57666802406311
136,89.28275752067566
137,89.76639533042908
138,90.15720987319946
139,90.9089105129242
140,91.80216717720032
141,92.02901363372803
142,93.15715384483337
143,94.4233558177948
144,94.81942772865295
145,95.04955816268921
146,95.37906050682068
147,96.40270185470581
148,96.81133365631104
149,97.23301100730896
150,98.15823888778687
151,98.55606389045715
152,98.83835554122925
153,99.17218208312988
154,99.43612098693848
155,99.7309000492096
156,101.00646233558655
157,102.53448629379272
158,102.85073375701904
159,103.0705783367157
160,103.9577944278717
161,104.25306987762451
162,104.9666657447815
163,107.14987468719482
164,107.46707034111023
165,107.97806119918823
166,108.1960220336914
167,109.05705070495605
168,109.42714047431946
169,109.79674625396729
170,110.0085699558258
171,110.3150634765625
172,110.68949151039124
173,110.91114616394043
174,111.23611998558044
175,112.12791085243225
176,112.82531881332397
177,113.17589092254639
178,113.57425665855408
179,113.88525724411011
180,114.15458297729492
181,114.38673806190491
182,114.71158170700073
183,115.04819798469543
184,115.4637143611908
185,115.70734643936157
186,117.87443470954895
187,118.31765985488892
188,119.30220222473145
189,120.98380541801453
190,121.3186776638031
