Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.63
101,0.63
102,0.62
103,0.62
104,0.6
105,0.6
106,0.6
107,0.59
108,0.6
109,0.58
110,0.58
111,0.57
112,0.57
113,0.57
114,0.56
115,0.56
116,0.56
117,0.57
118,0.55
119,0.55
120,0.55
121,0.55
122,0.55
123,0.57
124,0.56
125,0.54
126,0.55
127,0.51
128,0.5
129,0.5
130,0.5
131,0.5
132,0.5
133,0.49
134,0.49
135,0.49
136,0.49
137,0.48
138,0.48
139,0.47
140,0.46
141,0.47
142,0.47
143,0.47
144,0.46
145,0.46
146,0.49
147,0.48
148,0.48
149,0.47
150,0.45
151,0.45
152,0.46
153,0.46
154,0.44
155,0.45
156,0.42
157,0.42
158,0.42
159,0.41
160,0.41
161,0.41
162,0.42
163,0.41
164,0.41
165,0.4
166,0.4
167,0.38
168,0.38
169,0.38
170,0.38
171,0.4
172,0.41
173,0.41
174,0.42
175,0.41
176,0.39
177,0.39
178,0.37
179,0.38
180,0.41
181,0.41
182,0.42
183,0.39
184,0.39
185,0.4
186,0.36
187,0.35
188,0.35
189,0.35
190,0.35
191,0.36
192,0.37
193,0.37
194,0.38
195,0.38
196,0.38
197,0.38
198,0.38
199,0.37
200,0.36
201,0.36
202,0.37
203,0.37
204,0.37
205,0.37
206,0.37
207,0.38
208,0.37
209,0.37
210,0.37
211,0.37
212,0.37
213,0.37
214,0.37
215,0.38
216,0.38
217,0.38
218,0.38
219,0.38
220,0.4
221,0.39
222,0.4
223,0.4
224,0.4
225,0.4
226,0.39
227,0.39
228,0.4
229,0.42
230,0.42
231,0.42
232,0.43
233,0.44
234,0.44
235,0.45
236,0.45
237,0.45
238,0.44
239,0.45
240,0.46
241,0.45
242,0.46
243,0.46
244,0.46
245,0.47
246,0.44
247,0.45
248,0.45
249,0.45
250,0.45
251,0.46
252,0.46
253,0.46
254,0.46
255,0.45
256,0.46
257,0.46
258,0.46
259,0.48
260,0.48
261,0.47
262,0.48
263,0.5
264,0.5
265,0.5
266,0.51
267,0.51
268,0.52
269,0.54
270,0.54
271,0.52
272,0.5
273,0.51
274,0.49
275,0.49
276,0.5
277,0.54
278,0.53
279,0.52
280,0.49
281,0.51
282,0.5
283,0.52
284,0.53
285,0.55
286,0.55
287,0.55
288,0.55
289,0.55
290,0.55
291,0.55
292,0.55
293,0.56
294,0.55
295,0.55
296,0.55
297,0.55
298,0.54
299,0.54
300,0.54
