Episode,Average Paddle Hits
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.63
101,0.66
102,0.64
103,0.65
104,0.64
105,0.64
106,0.61
107,0.6
108,0.6
109,0.61
110,0.61
111,0.6
112,0.61
113,0.61
114,0.61
115,0.61
116,0.61
117,0.6
118,0.62
119,0.64
120,0.63
121,0.58
122,0.56
123,0.57
124,0.55
125,0.56
126,0.56
127,0.55
128,0.55
129,0.55
130,0.57
131,0.56
132,0.55
133,0.58
134,0.59
135,0.6
136,0.62
137,0.63
138,0.64
139,0.64
140,0.64
141,0.65
142,0.67
143,0.67
144,0.67
145,0.67
146,0.68
147,0.67
148,0.66
149,0.66
150,0.65
151,0.67
152,0.68
153,0.66
154,0.66
155,0.67
156,0.67
157,0.67
158,0.67
159,0.67
160,0.67
161,0.67
162,0.66
163,0.67
164,0.66
165,0.64
166,0.65
167,0.64
168,0.63
169,0.62
170,0.62
171,0.61
172,0.61
173,0.61
174,0.59
175,0.59
176,0.57
177,0.57
178,0.58
179,0.57
180,0.57
181,0.57
182,0.58
183,0.59
184,0.59
185,0.58
186,0.57
187,0.57
188,0.58
189,0.59
190,0.56
191,0.55
192,0.55
193,0.57
194,0.57
195,0.57
196,0.63
197,0.65
198,0.65
199,0.64
200,0.61
201,0.58
202,0.59
203,0.58
204,0.6
205,0.61
206,0.61
207,0.61
208,0.63
209,0.63
210,0.63
211,0.63
212,0.63
213,0.63
214,0.64
215,0.65
216,0.65
217,0.66
218,0.63
219,0.63
220,0.63
221,0.64
222,0.64
223,0.64
224,0.65
225,0.64
226,0.65
227,0.65
228,0.65
229,0.61
230,0.6
231,0.6
232,0.59
233,0.56
234,0.55
235,0.54
236,0.52
237,0.54
238,0.53
239,0.53
240,0.54
241,0.53
242,0.51
243,0.52
244,0.53
245,0.53
246,0.54
247,0.55
248,0.55
249,0.55
250,0.57
251,0.56
252,0.55
253,0.56
254,0.57
255,0.58
256,0.58
257,0.59
258,0.6
259,0.6
260,0.6
261,0.61
262,0.62
263,0.62
264,0.63
265,0.63
266,0.62
267,0.63
268,0.64
269,0.64
270,0.64
271,0.64
272,0.64
273,0.64
274,0.65
275,0.64
276,0.65
277,0.65
278,0.64
279,0.65
280,0.65
281,0.67
282,0.67
283,0.67
284,0.67
285,0.7
286,0.71
287,0.75
288,0.76
289,0.76
290,0.77
291,0.77
292,0.77
293,0.75
294,0.75
295,0.74
296,0.69
297,0.67
298,0.69
299,0.69
300,0.7
